AREA_NAME,AREA_SHORT_CODE,INT_ID
Parkdale-High Park,4,13465415
Scarborough-Agincourt,22,13445805
Etobicoke North,1,13462652
Scarborough North,23,13444473
Etobicoke Centre,2,13464763
Toronto-Danforth,14,13465538
Etobicoke Centre,2,13462936
Etobicoke Centre,2,13465912
Scarborough-Agincourt,22,13445612
Etobicoke-Lakeshore,3,13469231
Parkdale-High Park,4,13468434
Scarborough-Rouge Park,25,13446875
Etobicoke-Lakeshore,3,13469814
Scarborough North,23,13443148
Scarborough-Agincourt,22,13443148
Scarborough-Rouge Park,25,14659268
Scarborough Centre,21,13451311
Don Valley East,16,13454454
Etobicoke Centre,2,13469133
Scarborough-Rouge Park,25,13446543
Don Valley East,16,13448433
Don Valley West,15,13452803
Toronto-Danforth,14,13458477
Don Valley East,16,13448216
Scarborough-Guildwood,24,13446062
Etobicoke North,1,13453700
Beaches-East York,19,13459151
Etobicoke North,1,13450585
Davenport,9,13463595
Etobicoke Centre,2,13467024
Scarborough-Rouge Park,25,13442522
Scarborough North,23,13442522
York Centre,6,13454567
York South-Weston,5,13458916
University-Rosedale,11,13465422
Scarborough Southwest,20,13457423
Toronto Centre,13,13466404
Etobicoke North,1,13451802
Don Valley North,17,13444434
University-Rosedale,11,13463197
Scarborough-Rouge Park,25,14256135
Scarborough North,23,14256135
Scarborough Southwest,20,30029327
Etobicoke North,1,13456671
Humber River-Black Creek,7,13448820
Etobicoke-Lakeshore,3,13469838
Eglinton-Lawrence,8,13459208
Davenport,9,13459208
Parkdale-High Park,4,13465420
York Centre,6,13449561
Beaches-East York,19,13457286
Don Valley West,15,13452357
Etobicoke-Lakeshore,3,13468987
Etobicoke-Lakeshore,3,13468682
Toronto-St. Paul's,12,13460219
Scarborough-Rouge Park,25,13442883
Etobicoke North,1,14069326
Scarborough Centre,21,13453611
Don Valley East,16,13453445
York South-Weston,5,13463769
Etobicoke North,1,13452696
Humber River-Black Creek,7,13446589
York Centre,6,13447210
Toronto-St. Paul's,12,13462402
Etobicoke-Lakeshore,3,13469751
Etobicoke-Lakeshore,3,13470664
York South-Weston,5,13458342
York Centre,6,13449754
Beaches-East York,19,13456933
Etobicoke-Lakeshore,3,13470138
Humber River-Black Creek,7,13448515
Parkdale-High Park,4,13465149
Beaches-East York,19,20235330
Etobicoke Centre,2,13467043
Etobicoke-Lakeshore,3,13467982
Etobicoke-Lakeshore,3,13470386
York South-Weston,5,13457431
Scarborough-Agincourt,22,13444079
Scarborough North,23,13441659
Etobicoke Centre,2,13458934
Etobicoke North,1,13449960
Don Valley West,15,13448958
Parkdale-High Park,4,13468553
Scarborough-Rouge Park,25,13444671
Humber River-Black Creek,7,13452880
York South-Weston,5,13458224
Spadina-Fort York,10,13467752
Don Valley North,17,13445139
Don Valley West,15,13452890
Parkdale-High Park,4,13468556
Scarborough-Rouge Park,25,13443940
Etobicoke Centre,2,13469403
Eglinton-Lawrence,8,13459369
Davenport,9,13459369
Spadina-Fort York,10,14254033
Etobicoke-Lakeshore,3,13469816
Etobicoke North,1,13454905
Don Valley East,16,13448483
Scarborough-Rouge Park,25,20080182
Davenport,9,14043045
Toronto-Danforth,14,13458761
Scarborough-Guildwood,24,13444143
Scarborough-Rouge Park,25,13443950
Parkdale-High Park,4,13468375
Scarborough North,23,13441896
Spadina-Fort York,10,20145410
Etobicoke-Lakeshore,3,13990825
Don Valley East,16,13448131
Don Valley West,15,13448456
Scarborough North,23,13442084
Toronto-St. Paul's,12,13457225
Eglinton-Lawrence,8,13457225
Etobicoke-Lakeshore,3,13469872
York Centre,6,13447212
Toronto-St. Paul's,12,13459224
Etobicoke North,1,14187627
Scarborough-Rouge Park,25,13442068
Humber River-Black Creek,7,13447246
Willowdale,18,13448953
Toronto-St. Paul's,12,13460255
Don Valley East,16,13452045
Scarborough-Guildwood,24,13449983
Humber River-Black Creek,7,13455908
Parkdale-High Park,4,13468437
Humber River-Black Creek,7,13448110
Don Valley North,17,13443528
Scarborough-Rouge Park,25,13499223
Humber River-Black Creek,7,13452251
Scarborough-Rouge Park,25,13443640
Etobicoke Centre,2,13466070
Scarborough-Guildwood,24,13449023
Scarborough Centre,21,13449023
Scarborough Centre,21,13446898
Don Valley West,15,30112870
Don Valley East,16,30112870
Etobicoke Centre,2,13464700
Beaches-East York,19,13458740
Scarborough-Rouge Park,25,20232429
Spadina-Fort York,10,20147074
Don Valley East,16,13449079
Etobicoke Centre,2,13468296
Etobicoke-Lakeshore,3,13467586
Scarborough-Guildwood,24,13450880
Etobicoke North,1,13459321
Scarborough-Rouge Park,25,13441836
Humber River-Black Creek,7,13446937
York Centre,6,13452897
Scarborough-Rouge Park,25,13446727
Etobicoke Centre,2,13467307
Etobicoke-Lakeshore,3,20112511
Scarborough-Rouge Park,25,13443378
Don Valley North,17,13447122
Don Valley East,16,13453914
Etobicoke North,1,13456027
Toronto-Danforth,14,13459143
Etobicoke-Lakeshore,3,13469891
Don Valley North,17,13447230
Beaches-East York,19,13462570
Scarborough Centre,21,13449905
University-Rosedale,11,13461118
Etobicoke-Lakeshore,3,13466023
Toronto-Danforth,14,13464709
Humber River-Black Creek,7,13450919
Humber River-Black Creek,7,13453989
Davenport,9,13463267
Eglinton-Lawrence,8,13459608
Davenport,9,13459608
York Centre,6,13449081
Parkdale-High Park,4,13467691
Toronto-St. Paul's,12,13462439
Etobicoke North,1,13461072
Don Valley North,17,13443144
Toronto-St. Paul's,12,13460123
Scarborough-Rouge Park,25,13443303
Scarborough Southwest,20,13456152
Don Valley North,17,13447245
Parkdale-High Park,4,13468626
Don Valley North,17,13445072
Scarborough Southwest,20,13458074
York South-Weston,5,13456436
Scarborough-Guildwood,24,13503908
Beaches-East York,19,13457278
Etobicoke North,1,13462270
Etobicoke Centre,2,13467622
Scarborough-Guildwood,24,13445576
Spadina-Fort York,10,13468663
Etobicoke North,1,13453815
Etobicoke-Lakeshore,3,13470045
Etobicoke-Lakeshore,3,13469351
York South-Weston,5,13457136
Don Valley West,15,30034152
Don Valley North,17,13442696
Scarborough North,23,13441665
University-Rosedale,11,13461382
York Centre,6,13451442
Scarborough Southwest,20,13459860
Don Valley East,16,13453016
Etobicoke-Lakeshore,3,13469317
Eglinton-Lawrence,8,13455131
York Centre,6,13446219
Scarborough-Rouge Park,25,13444592
York South-Weston,5,13461719
Scarborough-Agincourt,22,13446293
Etobicoke-Lakeshore,3,13469888
Spadina-Fort York,10,13467106
Parkdale-High Park,4,13468276
York South-Weston,5,13456850
Scarborough-Rouge Park,25,14252748
Parkdale-High Park,4,13468506
Don Valley North,17,13446518
Etobicoke North,1,13453246
Etobicoke-Lakeshore,3,13469828
Parkdale-High Park,4,13468360
Scarborough-Rouge Park,25,13441897
Etobicoke-Lakeshore,3,13470690
Scarborough-Rouge Park,25,13443828
York South-Weston,5,13459001
Don Valley North,17,13442637
Willowdale,18,13444841
Etobicoke North,1,13460180
Spadina-Fort York,10,13466802
Scarborough-Guildwood,24,13451162
Scarborough Centre,21,13451162
Toronto-St. Paul's,12,13457135
Eglinton-Lawrence,8,13457135
Etobicoke-Lakeshore,3,13990837
Scarborough-Guildwood,24,13447425
Toronto-St. Paul's,12,13458217
Spadina-Fort York,10,14134889
Don Valley East,16,13448553
Scarborough Southwest,20,13459025
York South-Weston,5,13460830
Spadina-Fort York,10,100
Scarborough-Guildwood,24,13445842
University-Rosedale,11,13460349
Scarborough Southwest,20,13459088
Scarborough Southwest,20,13456297
Scarborough-Rouge Park,25,13441958
Scarborough Southwest,20,13458312
